N,Run,Acc_2Nm,F1_2Nm,Prec_2Nm,Recall_2Nm,Acc_4Nm,F1_4Nm,Prec_4Nm,Recall_4Nm,TrainTime_s,Test2_Infer_s,Test2_Viz_s,Test4_Infer_s,Test4_Viz_s
5,1,0.94,0.938661356365601,0.9534333620300905,0.9400000000000001,0.8515,0.8486251494706607,0.8729026808340372,0.8515,16.460580499999992,0.9547460000000001,5.291273700000005,0.8363754000000085,4.783435999999995
5,2,0.9795,0.9794628717993492,0.9808865250438025,0.9795,0.9345,0.9342504162672769,0.9394917661914033,0.9344999999999999,15.361823800000025,0.7799082999999882,5.446159399999999,0.7451406000000134,4.987645999999984
5,3,0.994,0.9939986496961817,0.9941747572815534,0.994,0.909,0.9047672649116751,0.9334604715672675,0.909,15.538246700000002,0.81847369999997,5.091655900000035,0.8521880000000124,4.7802335000000085
5,4,0.995,0.9949945486736942,0.9950694741737094,0.9949999999999999,0.9225,0.9202094471628588,0.9398276240667546,0.9225000000000001,15.707949999999983,0.7309142999999949,5.240598700000021,0.8705853999999817,4.859362699999963
5,5,0.966,0.9657154831348782,0.9708074567329001,0.966,0.9225,0.9220910968998632,0.9427297340340818,0.9225,15.785244799999987,0.854448600000012,5.306380900000022,0.8995986000000471,4.968882599999972
5,6,0.857,0.8575441414095633,0.912167606768735,0.857,0.8585,0.8579243695272678,0.9103222689945483,0.8584999999999999,15.518427799999984,0.8098823000000266,5.341742199999999,0.8578400000000101,4.962938799999961
5,7,0.9565,0.9564265261115844,0.9588041195880411,0.9564999999999999,0.824,0.7807986065746924,0.8795351473922903,0.8240000000000001,15.360776599999951,0.771941800000036,5.166035899999997,0.8013632999999913,4.916663799999981
5,8,0.969,0.9689375996506182,0.9731601731601731,0.9690000000000001,0.9595,0.9590523110774626,0.9653281827425062,0.9595,15.269975199999976,0.7904462999999851,5.327500499999985,0.81851979999999,4.937435899999969
5,9,0.9985,0.9984999976562463,0.998501240632754,0.9984999999999999,0.9665,0.9662753314039358,0.9711141501085994,0.9664999999999999,15.235711199999969,0.761573999999996,5.129829299999983,0.8448702999999682,4.953651600000001
5,10,0.991,0.990963533952724,0.9911568662167746,0.991,0.9915,0.9914884470764915,0.9915454761658147,0.9914999999999999,14.8942811,0.7769510999999625,5.189822100000015,0.9020151999999939,4.923725300000001
6,1,1.0,1.0,1.0,1.0,0.9675,0.9672484224651159,0.9719150399862413,0.9675,16.103695200000004,0.8317680000000109,5.651592700000037,1.1454269000000181,5.097504699999945
6,2,0.994,0.9939986496961817,0.9941747572815534,0.994,0.9685,0.9686780289725034,0.9727861771058315,0.9685,15.163183799999956,0.7601421000000528,5.230185399999982,0.8951635000000806,4.982282400000031
6,3,0.913,0.9095254243768149,0.9390117363932825,0.913,0.786,0.7751277602208293,0.8956069168719509,0.7859999999999999,14.977049899999997,0.7707477000000154,5.241880300000048,0.9122479000000112,4.976542399999971
6,4,0.73,0.7027938944444634,0.8851063829787235,0.73,0.716,0.6639715503177691,0.6821099425349669,0.716,15.293157800000017,0.8313588999999411,5.205391200000008,0.8268648999999186,5.470062200000029
6,5,0.9975,0.9974999569717813,0.9975161352202621,0.9975000000000002,0.8695,0.8474666213626278,0.9018078407475117,0.8695,15.590883899999994,0.824992199999997,5.390266100000076,0.9474776999999222,4.9995695999999725
6,6,0.896,0.8932629673540085,0.9315789473684211,0.8960000000000001,0.7845,0.7696535282417464,0.8962695547533093,0.7845000000000001,15.148148200000037,0.7243469999999661,5.166047100000014,0.8784193999999843,5.096909600000004
6,7,0.998,0.99799994999875,0.998019801980198,0.998,0.9115,0.9037749287749289,0.9282731681034482,0.9115,15.129308800000103,0.7440517,5.350695999999971,0.8068410999999287,5.032426699999974
6,8,0.991,0.991013765790697,0.991273607643666,0.991,0.9285,0.9261965759587077,0.9454946204698562,0.9285,15.36543430000006,0.8413144999999531,5.219329500000072,0.8555477999999539,4.801900000000046
6,9,0.7455,0.7057651275707139,0.8262877659091149,0.7455,0.7325,0.6999107286465185,0.8133520079125016,0.7325,15.495787899999982,0.7615204999999605,5.259690399999954,0.7881452999999965,4.7926327999999785
6,10,0.999,0.9989999992187488,0.9990012468827931,0.999,0.9565,0.9558882802660467,0.9639534287326255,0.9564999999999999,15.42203029999996,0.815039499999898,5.159510800000021,0.8667223000001059,4.901588500000003
7,1,0.8955,0.8881647151776784,0.9310801942512141,0.8955,0.808,0.8062931863957505,0.9013711366538952,0.808,17.27695289999997,0.7941091999999799,5.111335600000075,0.7996329999999716,4.883228699999904
7,2,0.9945,0.9944989599596173,0.9946472019464719,0.9945,0.9635,0.9633452948174062,0.9662630494012058,0.9635,16.93868879999991,0.8065374000000247,5.185852599999976,0.9029217999999446,4.8674484999999095
7,3,0.927,0.9222547552432385,0.939372197309417,0.9269999999999999,0.9155,0.9110978508059775,0.9289450799384575,0.9155,16.673766599999908,0.7488511000000244,5.168842100000006,0.8247722999999496,4.944081200000028
7,4,0.8255,0.7849136084350202,0.9063285561197407,0.8255000000000001,0.7655,0.7312745658120452,0.8760378740211913,0.7655,16.561041199999977,0.7392841999999291,5.086568900000088,0.7382217000000537,4.806919600000015
7,5,0.998,0.9979999874999219,0.9980049501237531,0.998,0.942,0.9392649800491624,0.949705834521156,0.942,16.448845600000027,0.7754205999999613,5.261956400000031,0.8345030000000406,4.73144410000009
7,6,0.9985,0.9984999976562463,0.998501240632754,0.9984999999999999,0.9285,0.9262512036540329,0.9466858656624115,0.9285,16.186031700000058,0.774912200000017,4.975529400000028,0.8436708000000408,4.686843299999964
7,7,0.9245,0.9217734944070175,0.9448564381396236,0.9245000000000001,0.9325,0.9307416815495593,0.9495327102803739,0.9324999999999999,16.06367489999991,0.7782296999999971,4.996374599999967,0.8182680999999548,4.783868000000098
7,8,0.9155,0.9115529104293314,0.940597539543058,0.9155,0.894,0.896911910870721,0.9307189542483659,0.8939999999999999,16.3572676,0.7428379000000405,5.072890299999926,0.9332147000000077,4.8665706000000455
7,9,0.998,0.997999993749961,0.9980049751243781,0.998,0.8815,0.8702652673981758,0.9251705382213757,0.8815000000000002,16.376861100000042,0.8718817000000172,5.195819400000005,0.8186752999999953,4.612528800000064
7,10,0.9785,0.9784377051826292,0.98058690744921,0.9785,0.9635,0.9633959289143966,0.965906820452275,0.9635,16.206099099999847,0.7790608000000248,4.95085610000001,0.8160927999999785,4.591035799999872
8,1,0.838,0.8212648081584479,0.8654933935680467,0.8379999999999999,0.8335,0.8150865702681568,0.8608773421287005,0.8334999999999999,16.41492059999996,0.7220831000001908,4.90523619999999,0.8882136999998238,4.686014300000124
8,2,0.995,0.9949992186279106,0.9951219512195122,0.9949999999999999,0.93,0.9274629694972225,0.9442643177527611,0.93,16.16968429999997,0.7392438000001675,4.897809199999983,0.8389826999998604,4.671964800000069
8,3,0.949,0.9488609587347316,0.9521984068325532,0.9490000000000001,0.9755,0.9754778915754525,0.9763298490127758,0.9755,15.719535799999903,0.7353669999999966,4.933560699999816,1.078430600000047,4.567414800000051
8,4,0.92,0.9165158606614987,0.9423741507516181,0.9199999999999999,0.9085,0.9035635062965323,0.936436155581229,0.9085000000000001,16.381738300000052,0.7334680000001299,4.947424599999977,0.9431336000000101,4.980514899999889
8,5,0.853,0.8538680294235954,0.9152737752161382,0.853,0.7665,0.7134360393042718,0.8922722029988467,0.7665,16.303238099999817,0.7317914000000201,4.837301000000025,0.889396399999896,4.711016400000062
8,6,0.959,0.958900085540894,0.9659751037344397,0.959,0.9275,0.9238938032612495,0.9418494376802089,0.9275,16.71257209999999,0.74113310000007,4.980490200000077,1.2106751000001168,4.719164099999944
8,7,0.921,0.9185896985191976,0.9433691756272402,0.9209999999999999,0.8495,0.8460102279716827,0.9134541882860375,0.8494999999999999,16.018861399999878,0.7395166999999674,4.918347899999844,0.755129899999929,4.719111399999974
