N,Run,Acc_2Nm,F1_2Nm,Prec_2Nm,Recall_2Nm,Acc_4Nm,F1_4Nm,Prec_4Nm,Recall_4Nm,TrainTime_s,Test2_Infer_s,Test2_Viz_s,Test4_Infer_s,Test4_Viz_s
5,1,0.7455,0.7390118885107948,0.7405280119352649,0.7455,0.624,0.626625122520708,0.6506291523054314,0.624,73.4557772,1.568847599999998,5.768612300000001,1.0560517999999917,5.25654870000001
5,2,0.689,0.6991271771998352,0.7208241922386633,0.689,0.5905,0.6059051545661772,0.6476818142949329,0.5904999999999999,29.239412,1.434759200000002,5.790925299999998,1.244685000000004,5.079082199999988
5,3,0.6765,0.6462954442720842,0.6553681067972854,0.6765,0.6585,0.629443412853595,0.6470696937766546,0.6585,30.435064799999992,1.4545783999999742,5.438670000000002,1.135290900000001,5.126902300000012
5,4,0.567,0.5445715760801506,0.6027232065915998,0.567,0.512,0.46996167783833653,0.5292683249919788,0.5119999999999999,30.52078879999999,1.6337457999999856,5.953316199999989,1.2970740000000092,5.270532199999991
5,5,0.689,0.6993771013355996,0.7337068344074176,0.6890000000000001,0.6245,0.6311299247011943,0.6953859125324214,0.6245,33.57650869999998,1.6658314000000018,5.776527500000043,1.3935248999999885,5.227573500000005
5,6,0.454,0.4492010234320235,0.5239297349836634,0.454,0.442,0.4219172443419974,0.4611784301250175,0.442,32.32755400000002,1.6610476000000176,5.9798584999999775,1.2888739999999643,5.534891000000016
5,7,0.788,0.7855106907683406,0.8363444965932786,0.788,0.657,0.6271749137360377,0.7149280289649698,0.657,31.914433499999973,1.6066423999999984,5.962979099999984,1.3918765999999891,5.5709679999999935
5,8,0.716,0.7100227514875981,0.7891433729334639,0.716,0.6275,0.6040198799285822,0.742262220190747,0.6275000000000001,32.93324230000002,1.7306823000000122,5.89266090000001,1.3620609000000172,5.54069800000002
5,9,0.6255,0.6348836418121035,0.6648102267515896,0.6255,0.5225,0.5250372868996676,0.5590474223710683,0.5225,31.885073799999986,1.5871506000000295,5.941867800000011,1.1884752000000276,5.4095417999999995
5,10,0.77,0.7745781278283606,0.8155166958602346,0.77,0.6365,0.6263183056082985,0.7362688796117164,0.6365000000000001,31.581358300000034,1.6133731999999554,5.78310399999998,1.258757199999991,5.531729100000007
6,1,0.592,0.5793658540835214,0.6781067537768124,0.592,0.553,0.545807396246812,0.6456875842506073,0.553,33.85601250000002,1.7063337999999248,6.034616300000039,1.3761680999999726,5.547713799999997
6,2,0.693,0.6872662737606481,0.7020080409738887,0.6930000000000001,0.625,0.617616356998042,0.6518235377975427,0.625,33.55588030000001,1.8387092999998913,6.184035699999981,1.4831005999999434,5.783185000000003
6,3,0.5735,0.5709585844347413,0.6642532612718698,0.5734999999999999,0.519,0.49346322915773627,0.6003503668196909,0.519,33.24724040000001,1.8454284000000598,6.029430100000013,1.5759471999999732,5.465330200000039
6,4,0.7695,0.7666960337406232,0.8030091275682283,0.7695000000000001,0.664,0.6319243072155452,0.7246220910258543,0.664,33.76976380000008,1.6492542999999387,6.207281500000022,1.5185178000000406,5.731263600000034
6,5,0.809,0.8091775651716062,0.8247440189679596,0.8089999999999999,0.7075,0.6975566891390506,0.7495999888039803,0.7074999999999999,32.92086670000003,1.5823778999999831,5.915141000000062,1.294764799999939,5.500423500000011
6,6,0.684,0.6811743226537285,0.6958111413983845,0.6839999999999999,0.6045,0.6073712526352225,0.6213338294964036,0.6045,34.10674030000007,1.7465414000000692,6.133365200000071,1.467591500000026,5.619597699999986
6,7,0.373,0.2855553543272841,0.3029801200300075,0.373,0.3845,0.29806768967232,0.3074965995342171,0.3845,34.06503950000001,1.6748861999999463,6.1541531000000305,1.396950400000037,5.371056599999974
6,8,0.537,0.5267363807079637,0.5545716940321439,0.5369999999999999,0.469,0.4531707377511358,0.4897589379129399,0.46900000000000003,34.65514340000004,1.7169979999999896,5.9439749000000575,1.7991416000000982,5.738149900000053
6,9,0.7365,0.7315668190363296,0.7394023314815439,0.7365,0.66,0.6564168643742339,0.6587876635092667,0.6599999999999999,33.00590260000001,1.7620335000000296,5.98718800000006,1.5828394999999773,5.668662599999948
6,10,0.5605,0.5328276593021308,0.5839793995580105,0.5605,0.517,0.47940560269787935,0.5076136810419282,0.517,35.4725502,1.7845955999999887,6.146471399999996,1.653483000000051,5.653927499999895
7,1,0.7145,0.7051230769309786,0.8028161279427772,0.7145,0.6045,0.5785389650736339,0.6906305620300927,0.6045,45.83428379999987,1.8147899000000507,6.088391799999954,1.6075680000001284,5.741890599999806
7,2,0.5245,0.46827918171357324,0.6664274521392889,0.5245,0.5235,0.45908782338138926,0.6529475908998094,0.5235000000000001,44.17237490000002,1.815392200000133,6.3340341000000535,1.5368890000002011,7.102430200000072
7,3,0.5655,0.519078032704372,0.6128899950139741,0.5655,0.557,0.5118822322430661,0.6347240430221277,0.5569999999999999,43.20077330000004,1.700196300000016,5.915835799999968,1.61245770000005,5.59056570000007
7,4,0.4415,0.36777909846919854,0.4092381496287835,0.4415,0.437,0.36008197782742773,0.43926927923181075,0.43699999999999994,41.46524109999996,1.7391317000001436,6.083076099999971,1.5186742999999296,6.043215099999998
7,5,0.772,0.7713582863345974,0.8161171011562225,0.772,0.6415,0.6332698167347734,0.6821812209304696,0.6415000000000001,42.079668900000115,1.7876742000000831,6.029963299999963,1.47209399999997,5.778939799999989
7,6,0.585,0.5821873844091152,0.6250618270145173,0.5850000000000001,0.5285,0.5402401039221537,0.5942063076927728,0.5285,43.61025860000018,1.7489254000001893,6.2650451000001794,1.6759844999999132,5.7142634000001635
7,7,0.821,0.8242027678099545,0.8559098410055668,0.821,0.706,0.6852470311595054,0.7891039757834016,0.706,43.02582419999999,1.7266012999998566,5.898322699999881,1.6133118000000195,6.1100759000000835
7,8,0.842,0.8397405620092785,0.8409462688375463,0.842,0.7085,0.6942029683513384,0.6924205217943377,0.7085,42.55037119999997,1.6999347000000853,6.090787899999896,1.48970149999991,5.686101600000029
7,9,0.528,0.4928194250067466,0.5736664437611992,0.5279999999999999,0.497,0.44431183378577976,0.5615410512055619,0.49700000000000005,42.49558110000021,1.8038967999998476,6.006830199999968,1.354299200000014,5.496978600000148
