Samples,Acc_Mean,Acc_Std,F1_Mean,F1_Std,Prec_Mean,Prec_Std,Recall_Mean,Recall_Std
5,0.5640596745027124,0.11248232917727082,0.5062192638897371,0.13707706199704137,0.5920172125719225,0.14678499794246053,0.5640596745027124,0.11248232917727082
6,0.6824691805656273,0.0757447914113676,0.648699168801996,0.08626918268781707,0.7490430324586592,0.09961022738257218,0.6824691805656273,0.0757447914113676
7,0.7576790258087968,0.07926744751923426,0.7368571879322046,0.08226916744762462,0.7769879583570909,0.08964348733175058,0.7576790258087969,0.07926744751923427
8,0.5865069241982507,0.17811958824721483,0.5475224534633711,0.19869977451806592,0.6261867532310468,0.19444274045800214,0.5865069241982508,0.17811958824721483
9,0.7297223237120936,0.08831633847988252,0.7036572427038591,0.11612130126964139,0.7551110363490049,0.1354078932077704,0.7297223237120936,0.08831633847988253
10,0.6800366300366301,0.1764584294356492,0.6498166002468267,0.20192727077405156,0.7094956067384142,0.1979043573280373,0.6800366300366301,0.17645842943564927
11,0.6304627249357326,0.11857250946619668,0.5805308353866603,0.143238617648709,0.6433029542486185,0.15731302439658706,0.6304627249357326,0.1185725094661967
12,0.7188880706921944,0.17078609794258076,0.687495596945059,0.20122331181853614,0.7361907973759736,0.18786790264068964,0.7188880706921944,0.17078609794258076
13,0.728405315614618,0.09542708298562892,0.7070188821769561,0.09402615887596862,0.7670051815170942,0.0802426453776195,0.728405315614618,0.0954270829856289
14,0.7367227979274611,0.0976100180769935,0.7325772004609621,0.10088824632955815,0.8394468461374929,0.07979463098344315,0.7367227979274611,0.09761001807699349
15,0.7297773654916512,0.21500187533157775,0.7038073091051202,0.24129567670643848,0.7397786753785267,0.24165714311934694,0.7297773654916512,0.21500187533157772
16,0.7223307291666666,0.20127347114093452,0.703726376617393,0.22517547466557114,0.7661706276520667,0.22670579666515364,0.7223307291666666,0.20127347114093452
17,0.5122622155911973,0.18359783518432482,0.4668756000675113,0.21033653746465852,0.5209632303266147,0.24004981798328853,0.5122622155911973,0.1835978351843248
18,0.7145194465220643,0.1575574633116653,0.6900758394429513,0.17623924259017837,0.7579484455233382,0.17177645281538206,0.7145194465220643,0.15755746331166529
19,0.6641826021747281,0.1100795498676914,0.644319696706056,0.13398335574162834,0.7273957145819402,0.15205914476290744,0.6641826021747281,0.11007954986769138
20,0.7080357142857143,0.1311115405881032,0.6738379548210472,0.1495008267909883,0.7088884945950482,0.1453796776688,0.7080357142857143,0.1311115405881032
21,0.7669148134187711,0.13178077954548112,0.7402044749071182,0.15468911600647298,0.7757984571512133,0.16273819764859235,0.7669148134187712,0.13178077954548112
22,0.6476284958427816,0.2571480850999021,0.602313922646231,0.29081095308465954,0.641763186389153,0.26771124543764035,0.6476284958427816,0.2571480850999021
23,0.7106858658582796,0.1439575351366941,0.6739450541878995,0.16641788490357784,0.7237917615486327,0.15856608264050756,0.7106858658582798,0.14395753513669413
24,0.7040748480243162,0.15391072400523526,0.6705479659068432,0.17658778865049965,0.7214020466682434,0.17296143241204798,0.7040748480243162,0.15391072400523526
25,0.8036666666666666,0.12080770312271832,0.791030778491157,0.13343796105798242,0.8456671283266552,0.11843344325264799,0.8036666666666666,0.12080770312271835
26,0.8283995416348358,0.11234505052502916,0.8141474924813464,0.1200645023209994,0.8656685833952604,0.08950542341458104,0.8283995416348358,0.11234505052502915
27,0.7719743393335887,0.20888156053478257,0.7552074180931824,0.2323810386274952,0.7930685013996973,0.22218011182335434,0.7719743393335886,0.20888156053478255
28,0.7587845622119815,0.19277569416220441,0.7370227250412447,0.21716395739701483,0.7872553148914007,0.22218544740562216,0.7587845622119815,0.19277569416220441
29,0.7410473623411629,0.1520584799195921,0.7143820871609926,0.17377119893686055,0.8009074889955652,0.13024881833238364,0.7410473623411629,0.1520584799195921
30,0.9137548262548263,0.07594554784635373,0.9045180904682635,0.08435834486165673,0.9306313036971863,0.06686659885269036,0.9137548262548263,0.07594554784635371
