Samples,Acc_Mean,Acc_Std,F1_Mean,F1_Std,Prec_Mean,Prec_Std,Recall_Mean,Recall_Std
5,0.6237341772151899,0.07595344376814052,0.5965071239742488,0.0862915584611888,0.7363252834788854,0.02759895205654062,0.6237341772151899,0.07595344376814053
6,0.6774836838288615,0.040453446500308514,0.6542665565509838,0.05230799134430357,0.7656593002605032,0.02760596371501519,0.6774836838288615,0.04045344650030852
7,0.737549981824791,0.04117717850528913,0.7227374686567647,0.04517846509748784,0.7988843762697697,0.02855419485442085,0.737549981824791,0.041177178505289146
8,0.7145134839650146,0.054038240008922045,0.6952282395920446,0.05947061848158052,0.8035117386036175,0.023508810426651337,0.7145134839650146,0.05403824000892208
9,0.7110431128973329,0.033241274492122996,0.6920645942506365,0.034717246687172014,0.7887172059403367,0.027838274635043733,0.7110431128973328,0.033241274492123
10,0.7724358974358974,0.02881910470851129,0.7597912068857855,0.03673931753749503,0.8207172152228243,0.017741464224649253,0.7724358974358975,0.02881910470851126
11,0.7940690414983473,0.023920644727116188,0.7846389993657754,0.020894463668284978,0.8457813494617533,0.014846804949970462,0.7940690414983473,0.023920644727116185
12,0.7736561119293078,0.05134538641369757,0.7708578051690139,0.05127204088127808,0.8313062624547776,0.0312811590341315,0.7736561119293078,0.051345386413697576
13,0.7820690291620525,0.05938706711509847,0.7717009747755466,0.06235398989373908,0.832259315332786,0.04426582099160065,0.7820690291620525,0.0593870671150985
14,0.8101868985936344,0.05050675856732602,0.801236070503436,0.06058484233706852,0.8562722593344946,0.036957497819157276,0.8101868985936342,0.05050675856732599
15,0.849025974025974,0.0466258673154786,0.8459346571157282,0.047948184427558875,0.8874851930418872,0.023461644155094195,0.849025974025974,0.04662586731547858
16,0.8472842261904763,0.0506444526048858,0.8419050189769579,0.05933124837595022,0.8740250108854282,0.03598625780415102,0.8472842261904763,0.05064445260488585
17,0.8328981723237598,0.04607849006839041,0.8282336079662277,0.050274725980962505,0.8775697647178116,0.021429242963119564,0.8328981723237598,0.04607849006839039
18,0.8737845923709798,0.029047867697585533,0.8728447620195099,0.029230269778509323,0.8999150472733151,0.013803364364131761,0.8737845923709797,0.029047867697585484
19,0.8710629921259843,0.04141723419645894,0.8669789345974244,0.04422276003317764,0.894278693258317,0.033135128897213664,0.8710629921259843,0.04141723419645898
20,0.8457706766917293,0.01613560593363664,0.8398361474294405,0.014427441993246295,0.8774562589693677,0.017202583586791498,0.8457706766917293,0.01613560593363668
21,0.8834809649453448,0.04459416636061023,0.8813213337101903,0.04730943619685795,0.9142611026586513,0.018679627955369173,0.883480964945345,0.04459416636061021
22,0.8846844293272864,0.04843002719642452,0.8833874771577024,0.05032042749338204,0.910254097322335,0.031255555791380736,0.8846844293272864,0.048430027196424516
23,0.9127036756347101,0.028173708262633497,0.9126064129148879,0.028363637580209475,0.9323276022633751,0.02419826918147079,0.9127036756347101,0.028173708262633535
24,0.9124715045592705,0.026097106878711845,0.911462869708793,0.02702925180268791,0.9365042175866005,0.016887584473035306,0.9124715045592705,0.026097106878711872
25,0.9145238095238095,0.022132101842635483,0.9141145199510837,0.0233870683813121,0.9313697349337864,0.014258234067940285,0.9145238095238095,0.02213210184263548
26,0.9221734148204737,0.01785765350621879,0.9217056579821781,0.01807789989459608,0.9318091740076463,0.013277252104071127,0.9221734148204737,0.017857653506218808
27,0.9328801225584067,0.020814951376283773,0.9316501410752501,0.022174111377839013,0.9443133236724364,0.014678798426532899,0.9328801225584067,0.020814951376283756
28,0.9474846390168971,0.01601864748889875,0.9471561640995122,0.016084854206145832,0.9537712044677381,0.013210492199462654,0.9474846390168972,0.01601864748889874
29,0.9394012321909897,0.020202736686031803,0.9393366569670973,0.020254228134410183,0.9459936795622284,0.01632887901252507,0.9394012321909896,0.020202736686031817
30,0.9632722007722008,0.01740606049186386,0.9635335543426631,0.017144702756615584,0.9677708968275687,0.01391925840552007,0.9632722007722008,0.017406060491863863
