N,Run,Acc_2Nm,F1_2Nm,Prec_2Nm,Recall_2Nm,Acc_4Nm,F1_4Nm,Prec_4Nm,Recall_4Nm,TrainTime_s,Test2_Infer_s,Test2_Viz_s,Test4_Infer_s,Test4_Viz_s
16,8,0.793,0.7867032553262927,0.7903353175991896,0.7929999999999999,0.7305,0.7181423598995543,0.7259647896889478,0.7305,5.428877599999851,0.7742106000000604,4.499453699999776,0.8169233999997232,4.9858978000002026
16,9,0.717,0.7122529468252246,0.7141218847782204,0.7170000000000001,0.6885,0.6885200330076938,0.6922149543372338,0.6885,4.580311899999742,0.4518740999997135,4.551564299999882,0.5381578000001355,4.683431299999938
16,10,0.8455,0.8426609903691642,0.8443418771263558,0.8455,0.796,0.7877714265985617,0.7936915865174645,0.796,4.701536500000202,0.6358639000000039,4.9032962000001135,0.741415699999834,4.802908099999968
17,1,0.5245,0.4954825343819508,0.4874737119744112,0.5245000000000001,0.5395,0.5093716921027379,0.5014688327043378,0.5395,3.9643267999999807,0.6843026000001373,5.078870100000131,0.6356061999999838,5.102861200000007
17,2,0.526,0.5142842235053809,0.5089961004776221,0.526,0.511,0.5012076525064832,0.4978822040708555,0.511,3.333705999999893,0.7150867000000289,5.33095749999984,0.7007801000004292,5.333281400000033
17,3,0.8345,0.8326090656690497,0.8342627078256205,0.8345,0.7505,0.7460013628632839,0.746786628716783,0.7505,4.875493000000006,0.9411070000001018,4.870440000000144,1.0556905000003098,4.689664300000004
17,4,0.827,0.825071398897293,0.8315490160073742,0.827,0.7845,0.7704698149856404,0.7752024867216305,0.7845000000000001,4.853609799999958,0.9513504999999896,4.603420499999629,1.0017527999998492,4.849448199999642
17,5,0.8685,0.8675440737438267,0.8669319777192207,0.8685,0.81,0.7997010076503679,0.8081191123232147,0.8099999999999999,5.384544199999709,0.6920319000000745,4.60592140000017,0.7234561000000213,4.593003200000112
17,6,0.861,0.8597351015898929,0.8662796493711967,0.861,0.782,0.7592804985397806,0.780421400232942,0.782,4.249180899999828,0.43613090000008015,4.492724100000032,0.5667124999999942,4.773859500000071
17,7,0.7795,0.7754564712488178,0.774036986577644,0.7795,0.7425,0.7317038481694285,0.7319121844735401,0.7424999999999999,5.348057799999879,0.5114865999998983,4.596393799999987,0.5758630999998786,4.569433199999821
17,8,0.9035,0.9024784939511825,0.9030501456147139,0.9035,0.807,0.7955611239781912,0.7995184017341032,0.807,5.609506799999963,0.545676000000185,4.647676999999931,0.573189100000036,4.647536599999967
17,9,0.845,0.8418387927059261,0.8429004574896561,0.845,0.78,0.7730686695936825,0.7842503863601489,0.78,5.328589700000066,0.6867296999998871,4.551418999999896,0.8308688000001894,4.996441300000242
17,10,0.766,0.7652149276645887,0.7690260601489963,0.766,0.717,0.7126455675384613,0.7198998891312722,0.717,4.413776300000336,0.4430818000000727,4.455086099999789,0.5638248999998723,4.581319100000201
18,1,0.4265,0.41741149069921457,0.42700865581512576,0.42650000000000005,0.4285,0.41754007697734996,0.4369317145717534,0.4285,3.1288643000002594,0.6713730999999825,5.168037800000093,0.7057119000000966,5.201108000000204
18,2,0.7915,0.7927699942936968,0.7959406434124295,0.7915,0.7385,0.7305493646946577,0.7422997115777864,0.7384999999999999,5.410215100000187,0.4798319999999876,4.359802599999966,0.5788062000001446,4.575525399999606
18,3,0.859,0.8609742670961659,0.8637745139964297,0.859,0.7975,0.7946506605086062,0.8014276524963059,0.7975,5.081313499999851,0.6694471000000703,4.413318399999753,0.5583424000001287,4.505779199999779
18,4,0.8185,0.8178190253268743,0.817669051090399,0.8184999999999999,0.7855,0.7810289878586923,0.7794324671398967,0.7855000000000001,5.151251400000092,0.42563639999980296,4.331507799999599,0.5373883000002024,4.589304400000401
18,5,0.812,0.8100113478037508,0.8116625719889349,0.8119999999999999,0.7895,0.787298912933574,0.7894290251047293,0.7895,4.937475999999606,0.808696399999917,4.522095400000126,0.8968942999999854,4.499839400000383
18,6,0.818,0.8176208931386,0.8189287453994041,0.818,0.757,0.7434499218040713,0.7446242291322159,0.757,4.8756758999998056,0.4359457000000475,5.0331796000000395,0.589515499999834,4.564701400000104
18,7,0.3815,0.38119507865656826,0.3823590220140951,0.3815,0.384,0.3849537681044985,0.38806512374229846,0.384,3.9077956999999515,0.7162045000000035,4.974408799999765,0.6873349000002236,5.226066700000047
18,8,0.6175,0.6108471866037943,0.6070765030626418,0.6174999999999999,0.5825,0.5773407823119088,0.5745637920504698,0.5825,3.2158229000001484,0.6924603000002207,4.980149299999994,0.6540674000002582,5.159809700000096
18,9,0.861,0.8599463176117924,0.8611672472770098,0.861,0.7885,0.7820328660498992,0.7821913103442107,0.7885,5.5716293999998925,0.46696879999990415,4.634297300000071,0.5660785999998552,4.819745199999943
